date,temperature,humidity,rainfall,wind_speed,air_quality_index,uv_index,season,city_Ahmedabad,city_Bangalore,city_Bhopal,city_Chennai,city_Delhi,city_Ghaziabad,city_Hyderabad,city_Indore,city_Jaipur,city_Kanpur,city_Kolkata,city_Lucknow,city_Ludhiana,city_Mumbai,city_Nagpur,city_Patna,city_Pune,city_Surat,city_Vadodara
2018-08-29,23.5,70.8,2.9,10.3,300,5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2018-08-30,20.6,68.3,0.4,11.0,150,8,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-08-31,29.1,98.3,2.1,14.6,200,11,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-09-01,34.8,76.8,17.6,2.0,300,8,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-09-02,31.8,69.3,0.3,9.7,300,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-09-03,23.8,93.3,2.2,5.2,50,5,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-09-04,32.2,47.5,0.2,8.8,300,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018-09-05,31.6,31.2,1.4,0.9,150,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-09-06,43.1,62.8,1.2,3.5,100,11,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2018-09-07,15.0,73.4,7.5,17.1,150,8,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-09-08,37.1,67.3,1.7,0.4,50,11,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-09-09,18.3,79.5,5.2,10.5,50,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-09-10,30.9,42.7,7.6,4.8,150,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018-09-11,24.8,100.0,0.7,7.8,50,11,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018-09-12,33.0,78.9,4.8,9.5,100,8,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-09-13,24.2,49.8,0.9,6.9,300,5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-09-14,23.8,40.9,1.2,14.2,100,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-09-15,27.5,95.0,4.6,10.0,50,11,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2018-09-16,30.5,77.4,0.4,8.3,300,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-09-17,21.1,50.3,5.1,8.6,200,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-09-18,18.8,54.9,7.0,13.2,200,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018-09-19,34.4,41.1,3.6,11.2,50,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2018-09-20,42.8,83.2,2.1,9.8,100,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-09-21,25.6,46.1,4.3,14.5,150,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-09-22,42.4,86.1,1.8,11.8,200,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2018-09-23,35.0,97.1,8.9,4.8,200,11,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-09-24,21.3,51.7,6.8,7.1,50,5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-09-25,38.8,54.8,4.1,-0.0,150,5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2018-09-26,45.0,44.3,0.7,13.4,150,5,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-09-27,45.0,84.2,9.5,1.8,100,8,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-09-28,26.0,80.7,6.6,3.1,150,5,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-09-29,19.4,63.8,3.3,17.2,100,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-09-30,32.9,64.3,2.0,10.8,150,8,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-01,30.1,47.4,8.2,-4.4,150,11,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2018-10-02,15.0,54.0,6.6,15.6,50,11,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2018-10-03,39.5,59.5,12.3,12.8,100,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-10-04,31.4,45.8,0.1,10.9,200,8,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-10-05,31.0,31.2,2.8,7.8,100,5,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-10-06,32.2,64.7,13.5,18.6,150,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-10-07,22.1,70.5,6.8,7.9,100,8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-08,21.5,22.9,0.5,7.6,200,5,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-09,34.8,58.9,11.9,10.8,50,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-10-10,26.5,48.0,2.9,14.9,300,8,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-11,15.0,100.0,11.1,9.8,150,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-10-12,29.1,57.3,4.1,14.9,300,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-13,27.3,60.7,2.4,16.4,200,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-10-14,30.4,92.5,1.3,8.9,200,8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-15,27.1,83.3,1.8,7.7,50,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-10-16,32.3,95.4,0.3,3.9,200,11,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-10-17,33.7,71.3,0.1,3.5,50,11,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2018-10-18,15.0,71.3,3.9,1.0,150,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-19,30.3,71.7,26.4,10.3,50,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-10-20,29.4,48.2,9.6,6.1,200,11,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-21,26.0,54.5,0.3,12.4,150,5,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-22,15.4,69.1,8.2,13.8,200,8,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-23,27.0,61.3,3.8,9.7,300,8,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2018-10-24,25.0,64.2,7.9,5.9,200,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-25,31.7,53.8,10.4,16.7,300,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-26,33.2,20.0,3.0,8.1,100,8,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-27,18.6,44.9,2.9,8.0,300,8,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2018-10-28,31.4,71.0,4.8,7.2,50,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-10-29,39.6,71.0,1.2,9.0,50,11,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-10-30,18.0,88.4,9.1,-0.9,200,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-31,32.0,69.4,17.2,7.8,150,11,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-01,33.5,32.5,1.9,14.5,200,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-02,20.0,72.8,7.8,12.6,100,11,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2018-11-03,31.7,81.7,4.9,4.3,150,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2018-11-04,25.8,76.0,2.9,14.2,200,11,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2018-11-05,26.9,73.7,2.5,15.2,300,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-06,25.1,65.8,5.3,14.6,50,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-07,15.0,68.4,0.9,8.1,50,8,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-08,26.2,75.5,2.1,13.9,150,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018-11-09,26.6,73.7,0.5,6.3,150,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-10,25.1,92.1,1.4,4.8,300,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-11-11,23.4,49.4,4.9,11.2,200,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-12,38.6,98.5,0.0,14.2,150,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-13,24.1,100.0,4.7,13.6,300,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2018-11-14,27.7,90.7,1.9,2.2,100,5,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-11-15,32.5,79.8,17.4,14.8,300,11,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-16,31.8,100.0,7.7,10.7,300,8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-17,37.9,94.5,6.5,8.0,150,5,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-11-18,30.2,36.8,2.2,3.2,50,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-19,20.5,93.5,5.0,5.5,300,11,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-11-20,27.4,51.1,23.7,2.3,150,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2018-11-21,34.4,53.7,0.4,10.1,200,8,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-22,30.5,54.6,9.2,15.6,200,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2018-11-23,27.2,61.9,1.0,10.7,50,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-24,18.7,100.0,3.8,8.8,150,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2018-11-25,30.3,61.4,2.3,7.0,100,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-11-26,19.6,67.6,18.8,9.1,150,8,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-11-27,19.3,74.3,4.8,8.4,150,8,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-28,36.0,100.0,12.1,17.8,150,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-29,32.7,89.5,7.3,9.3,200,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018-11-30,30.7,53.8,4.5,9.7,50,5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-12-01,17.7,76.9,3.4,12.5,150,8,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-12-02,41.9,71.7,7.1,4.7,50,11,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-12-03,38.2,76.2,0.6,4.7,300,8,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2018-12-04,26.7,86.7,18.0,14.9,300,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-12-05,26.6,80.1,2.6,8.0,200,5,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-12-06,26.7,76.5,7.7,11.5,100,8,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-12-07,21.4,79.7,13.8,14.6,300,11,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-12-08,17.7,69.4,4.0,4.6,100,2,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-12-09,23.8,55.8,21.2,14.7,300,2,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-12-10,18.5,88.9,1.2,15.4,150,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-12-11,31.4,70.4,2.8,7.9,300,2,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2018-12-12,30.3,73.1,0.7,11.1,100,11,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-12-13,27.4,77.1,5.4,10.1,300,11,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-12-14,33.5,58.6,0.2,16.4,150,11,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-12-15,34.2,88.0,6.8,16.3,300,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2018-12-16,26.3,37.1,5.8,14.6,300,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2018-12-17,32.5,73.8,9.8,8.0,200,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2018-12-18,20.8,100.0,4.7,6.8,50,8,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-12-19,32.4,57.6,0.0,10.6,300,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2018-12-20,22.2,85.9,7.6,12.5,100,5,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-12-21,39.7,52.8,5.9,14.6,50,8,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2018-12-22,22.4,51.8,7.5,11.2,200,2,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-12-23,27.4,63.5,3.8,7.7,150,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2018-12-24,21.5,87.0,1.8,0.7,50,11,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-12-25,15.0,80.2,5.4,6.7,150,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-12-26,25.5,90.5,6.8,15.9,300,11,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-12-27,44.5,46.9,0.1,13.9,150,11,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2018-12-28,32.4,31.9,2.4,16.3,300,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2018-12-29,21.2,38.0,2.9,13.8,300,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2018-12-30,26.4,53.4,9.4,5.3,200,11,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-12-31,19.2,32.3,21.7,10.9,200,5,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2019-01-01,31.1,83.6,1.9,5.2,200,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019-01-02,21.9,57.4,6.0,6.9,300,5,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-01-03,23.3,50.7,3.2,11.1,300,5,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-01-04,33.9,71.6,0.6,13.9,100,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019-01-05,15.0,75.3,18.5,18.2,50,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-01-06,31.2,82.8,4.7,13.1,200,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019-01-07,22.8,64.3,4.1,9.0,100,2,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2019-01-08,43.2,92.7,8.0,1.0,150,11,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2019-01-09,26.4,77.0,8.3,1.7,50,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-01-10,18.6,73.9,1.7,6.1,50,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-01-11,26.4,76.0,1.1,-0.5,200,2,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2019-01-12,38.0,76.1,3.8,11.5,100,2,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2019-01-13,38.4,73.9,0.7,16.6,200,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-01-14,25.5,48.7,0.4,14.4,150,8,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2019-01-15,31.1,64.4,1.7,12.5,50,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019-01-16,26.4,100.0,0.4,11.9,100,11,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2019-01-17,43.6,34.9,10.0,16.4,200,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2019-01-18,15.0,95.6,1.8,1.7,50,2,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-01-19,15.0,100.0,3.5,7.3,100,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-01-20,20.7,57.3,14.4,8.7,150,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-01-21,31.5,39.1,9.1,5.6,150,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-01-22,30.1,76.0,3.7,7.8,150,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2019-01-23,24.2,66.4,7.8,17.3,300,5,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2019-01-24,21.1,95.1,3.4,11.2,100,8,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2019-01-25,37.1,77.8,2.4,6.9,150,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019-01-26,42.4,39.3,8.6,10.8,150,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-01-27,33.8,50.4,10.5,16.9,200,5,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-01-28,23.1,54.9,0.6,3.2,300,5,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2019-01-29,29.8,48.5,5.2,8.6,100,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-01-30,32.5,76.1,3.5,8.9,100,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-01-31,15.0,78.1,0.5,8.3,50,8,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2019-02-01,25.2,71.3,12.7,11.3,150,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-02,28.0,77.3,8.1,14.3,50,8,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-03,28.9,72.9,1.5,12.7,300,5,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-04,33.9,59.8,4.0,18.3,50,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-05,26.1,78.7,22.9,10.6,50,11,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-06,17.3,31.6,1.0,10.3,300,5,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2019-02-07,36.3,53.5,0.4,18.3,150,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2019-02-08,25.5,85.5,9.3,4.9,200,5,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2019-02-09,23.6,72.2,4.3,10.5,100,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019-02-10,31.0,100.0,2.5,7.2,150,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2019-02-11,17.9,77.5,27.6,6.6,300,2,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-12,28.7,65.8,2.5,9.8,300,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2019-02-13,34.8,63.9,0.2,8.5,300,2,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2019-02-14,28.5,69.4,1.6,12.0,300,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-02-15,30.8,34.6,1.8,16.2,50,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-02-16,18.0,82.9,2.0,14.7,150,11,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2019-02-17,18.7,41.7,5.7,16.5,150,8,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-18,15.9,44.0,2.1,11.0,300,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2019-02-19,21.7,41.8,0.9,13.8,200,11,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-20,23.0,41.9,0.1,11.9,100,8,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-21,21.4,70.8,0.6,4.0,200,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2019-02-22,37.1,50.7,11.8,10.2,150,5,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-23,28.7,75.0,4.6,14.2,150,2,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-24,35.5,59.4,0.2,5.7,50,8,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2019-02-25,22.6,86.9,4.6,8.1,50,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-26,34.1,72.1,0.3,10.7,100,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2019-02-27,15.0,59.8,6.9,11.5,150,5,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-28,26.8,86.7,1.9,8.2,200,2,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2019-03-01,30.0,55.3,1.6,16.5,100,2,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2019-03-02,30.8,78.1,0.6,9.6,300,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2019-03-03,37.1,62.7,1.4,10.8,300,2,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2019-03-04,22.1,45.8,2.5,10.4,200,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2019-03-05,23.7,88.0,8.5,5.2,50,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2019-03-06,28.2,57.4,11.0,6.5,100,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2019-03-07,22.9,64.5,7.7,8.3,100,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2019-03-08,34.3,80.1,13.6,-1.6,200,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2019-03-09,15.3,45.8,8.5,11.3,200,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019-03-10,20.2,51.5,4.1,11.4,200,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2019-03-11,36.1,59.0,3.1,13.4,100,8,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2019-03-12,23.2,68.8,5.2,11.0,150,8,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2019-03-13,34.4,95.1,11.6,10.5,200,2,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2019-03-14,22.5,72.3,7.5,8.9,200,11,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2019-03-15,20.2,61.4,4.5,5.8,100,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2019-03-16,22.8,76.4,0.7,4.1,50,11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2019-03-17,31.9,34.6,2.1,9.1,100,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019-03-18,27.3,68.6,7.5,14.0,150,2,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2019-03-19,30.1,41.3,0.5,9.0,200,8,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-20,34.1,57.3,15.0,9.5,150,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-21,21.5,95.7,0.2,-3.7,100,2,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2019-03-22,32.4,77.4,3.3,0.0,100,2,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
