date,city,temperature,humidity,rainfall,wind_speed,air_quality_index,uv_index,season
2018-06-15,Ahmedabad,23.9,57.8,0.5,18.3,200,2,Monsoon
2018-06-16,Lucknow,22.9,52.0,5.9,6.2,200,5,Monsoon
2018-06-17,Bhopal,45.0,59.0,0.4,10.1,50,11,Monsoon
2018-06-18,Kanpur,15.0,51.1,0.2,8.7,50,11,Monsoon
2018-06-19,Indore,40.0,63.9,9.8,11.0,200,5,Monsoon
2018-06-20,Lucknow,29.3,32.2,4.5,2.6,100,11,Monsoon
2018-06-21,Pune,34.1,80.0,1.2,11.0,100,2,Monsoon
2018-06-22,Delhi,41.1,89.0,0.5,8.4,200,8,Monsoon
2018-06-23,Nagpur,21.5,73.4,6.0,9.3,100,8,Monsoon
2018-06-24,Kolkata,30.2,63.2,1.6,10.3,50,8,Monsoon
2018-06-25,Ludhiana,37.9,62.0,12.1,14.1,200,8,Monsoon
2018-06-26,Mumbai,32.4,70.9,5.8,0.8,100,8,Monsoon
2018-06-27,Kolkata,24.1,44.4,2.0,-3.1,100,8,Monsoon
2018-06-28,Kolkata,27.1,87.3,0.0,11.2,200,8,Monsoon
2018-06-29,Patna,21.5,46.9,3.1,5.9,150,11,Monsoon
2018-06-30,Hyderabad,23.2,88.5,2.4,13.4,300,2,Monsoon
2018-07-01,Kanpur,34.8,74.5,0.6,9.8,100,11,Monsoon
2018-07-02,Chennai,33.7,85.2,16.5,3.8,300,8,Monsoon
2018-07-03,Surat,31.1,94.4,3.3,15.4,50,8,Monsoon
2018-07-04,Hyderabad,22.0,36.9,5.0,12.1,200,11,Monsoon
2018-07-05,Jaipur,15.0,78.5,7.0,14.5,200,5,Monsoon
2018-07-06,Ahmedabad,27.3,90.9,2.3,14.4,100,11,Monsoon
2018-07-07,Pune,15.0,64.8,0.3,19.6,150,2,Monsoon
2018-07-08,Surat,21.3,84.7,15.9,1.1,100,5,Monsoon
2018-07-09,Indore,17.0,53.9,3.0,8.6,100,2,Monsoon
2018-07-10,Surat,40.1,38.1,0.4,6.0,100,11,Monsoon
2018-07-11,Ghaziabad,32.2,66.1,10.6,17.4,50,11,Monsoon
2018-07-12,Lucknow,31.3,85.7,0.1,14.9,50,11,Monsoon
2018-07-13,Ludhiana,20.7,85.3,0.7,7.0,300,2,Monsoon
2018-07-14,Ludhiana,31.3,67.1,13.5,10.9,100,8,Monsoon
2018-07-15,Delhi,25.4,61.1,2.4,8.0,150,2,Monsoon
2018-07-16,Bangalore,15.0,74.1,3.2,18.1,150,5,Monsoon
2018-07-17,Ahmedabad,21.6,87.1,2.1,3.2,200,8,Monsoon
2018-07-18,Vadodara,26.7,92.3,2.7,9.2,150,11,Monsoon
2018-07-19,Ludhiana,19.2,86.6,5.4,5.2,50,2,Monsoon
2018-07-20,Patna,23.9,82.9,6.0,1.4,300,2,Monsoon
2018-07-21,Hyderabad,33.8,71.9,2.9,21.8,150,8,Monsoon
2018-07-22,Kanpur,16.1,45.1,8.3,6.0,200,2,Monsoon
2018-07-23,Ghaziabad,15.0,39.1,3.6,11.6,300,11,Monsoon
2018-07-24,Ludhiana,32.5,20.0,15.0,4.4,100,8,Monsoon
2018-07-25,Nagpur,29.3,70.4,0.6,9.4,200,8,Monsoon
2018-07-26,Ghaziabad,40.9,66.4,3.2,12.7,150,8,Monsoon
2018-07-27,Pune,26.5,46.6,6.2,13.6,100,2,Monsoon
2018-07-28,Nagpur,28.7,72.7,2.3,14.3,150,11,Monsoon
2018-07-29,Ludhiana,18.4,74.7,9.9,0.6,50,5,Monsoon
2018-07-30,Nagpur,30.2,62.4,1.5,5.7,50,11,Monsoon
2018-07-31,Bangalore,41.3,79.1,7.5,12.0,100,8,Monsoon
2018-08-01,Delhi,27.5,67.9,7.1,3.1,50,11,Monsoon
2018-08-02,Surat,20.5,95.8,9.2,6.6,300,11,Monsoon
2018-08-03,Jaipur,33.2,42.4,3.7,18.9,300,2,Monsoon
2018-08-04,Nagpur,31.8,48.8,0.5,5.0,200,8,Monsoon
2018-08-05,Ludhiana,31.5,82.6,4.6,9.9,200,11,Monsoon
2018-08-06,Kanpur,23.3,75.1,5.9,13.4,300,8,Monsoon
2018-08-07,Ahmedabad,29.4,20.0,1.3,15.5,200,8,Monsoon
2018-08-08,Lucknow,36.2,96.7,1.2,12.5,50,8,Monsoon
2018-08-09,Patna,41.8,71.3,1.9,4.1,300,11,Monsoon
2018-08-10,Indore,20.7,84.4,5.9,13.9,200,11,Monsoon
2018-08-11,Kanpur,26.7,68.7,6.7,14.0,300,5,Monsoon
2018-08-12,Delhi,29.5,62.8,13.5,9.0,300,2,Monsoon
2018-08-13,Indore,33.6,87.1,2.8,6.4,300,8,Monsoon
2018-08-14,Patna,32.8,53.0,2.0,8.8,150,2,Monsoon
2018-08-15,Patna,33.3,89.4,11.0,5.1,300,8,Monsoon
2018-08-16,Delhi,28.4,36.5,0.2,8.4,50,11,Monsoon
2018-08-17,Surat,25.5,54.7,12.2,-1.2,50,8,Monsoon
2018-08-18,Vadodara,29.1,81.3,0.4,13.5,50,5,Monsoon
2018-08-19,Mumbai,33.7,71.7,1.5,9.7,50,11,Monsoon
2018-08-20,Ludhiana,28.9,62.7,7.8,17.1,300,5,Monsoon
2018-08-21,Lucknow,33.1,62.2,3.5,7.8,300,11,Monsoon
2018-08-22,Chennai,33.5,55.2,1.5,9.1,100,11,Monsoon
2018-08-23,Ludhiana,27.1,48.2,15.5,5.9,100,8,Monsoon
2018-08-24,Ahmedabad,38.9,65.4,5.1,11.1,200,2,Monsoon
2018-08-25,Ludhiana,32.0,59.0,0.3,11.7,300,11,Monsoon
2018-08-26,Ahmedabad,30.3,82.7,0.4,13.9,300,11,Monsoon
2018-08-27,Indore,39.3,100.0,0.7,3.9,300,5,Monsoon
2018-08-28,Ludhiana,18.4,39.8,3.2,5.8,150,2,Monsoon
2018-08-29,Mumbai,23.5,70.8,2.9,10.3,300,5,Monsoon
2018-08-30,Kolkata,20.6,68.3,0.4,11.0,150,8,Monsoon
2018-08-31,Kolkata,29.1,98.3,2.1,14.6,200,11,Monsoon
2018-09-01,Bhopal,34.8,76.8,17.6,2.0,300,8,Autumn
2018-09-02,Surat,31.8,69.3,0.3,9.7,300,2,Autumn
2018-09-03,Indore,23.8,93.3,2.2,5.2,50,5,Autumn
2018-09-04,Pune,32.2,47.5,0.2,8.8,300,5,Autumn
2018-09-05,Lucknow,31.6,31.2,1.4,0.9,150,2,Autumn
2018-09-06,Kanpur,43.1,62.8,1.2,3.5,100,11,Autumn
2018-09-07,Chennai,15.0,73.4,7.5,17.1,150,8,Autumn
2018-09-08,Agra,37.1,67.3,1.7,0.4,50,11,Autumn
2018-09-09,Surat,18.3,79.5,5.2,10.5,50,5,Autumn
2018-09-10,Pune,30.9,42.7,7.6,4.8,150,2,Autumn
2018-09-11,Pune,24.8,100.0,0.7,7.8,50,11,Autumn
2018-09-12,Indore,33.0,78.9,4.8,9.5,100,8,Autumn
2018-09-13,Ahmedabad,24.2,49.8,0.9,6.9,300,5,Autumn
2018-09-14,Chennai,23.8,40.9,1.2,14.2,100,2,Autumn
2018-09-15,Kanpur,27.5,95.0,4.6,10.0,50,11,Autumn
2018-09-16,Agra,30.5,77.4,0.4,8.3,300,5,Autumn
2018-09-17,Vadodara,21.1,50.3,5.1,8.6,200,8,Autumn
2018-09-18,Pune,18.8,54.9,7.0,13.2,200,5,Autumn
2018-09-19,Patna,34.4,41.1,3.6,11.2,50,2,Autumn
2018-09-20,Surat,42.8,83.2,2.1,9.8,100,2,Autumn
2018-09-21,Surat,25.6,46.1,4.3,14.5,150,2,Autumn
2018-09-22,Nagpur,42.4,86.1,1.8,11.8,200,5,Autumn
2018-09-23,Ahmedabad,35.0,97.1,8.9,4.8,200,11,Autumn
2018-09-24,Bhopal,21.3,51.7,6.8,7.1,50,5,Autumn
2018-09-25,Kanpur,38.8,54.8,4.1,-0.0,150,5,Autumn
2018-09-26,Indore,45.0,44.3,0.7,13.4,150,5,Autumn
2018-09-27,Indore,45.0,84.2,9.5,1.8,100,8,Autumn
2018-09-28,Lucknow,26.0,80.7,6.6,3.1,150,5,Autumn
2018-09-29,Bhopal,19.4,63.8,3.3,17.2,100,2,Autumn
2018-09-30,Chennai,32.9,64.3,2.0,10.8,150,8,Autumn
2018-10-01,Mumbai,30.1,47.4,8.2,-4.4,150,11,Autumn
2018-10-02,Jaipur,15.0,54.0,6.6,15.6,50,11,Autumn
2018-10-03,Lucknow,39.5,59.5,12.3,12.8,100,2,Autumn
2018-10-04,Lucknow,31.4,45.8,0.1,10.9,200,8,Autumn
2018-10-05,Lucknow,31.0,31.2,2.8,7.8,100,5,Autumn
2018-10-06,Vadodara,32.2,64.7,13.5,18.6,150,5,Autumn
2018-10-07,Bangalore,22.1,70.5,6.8,7.9,100,8,Autumn
2018-10-08,Indore,21.5,22.9,0.5,7.6,200,5,Autumn
2018-10-09,Surat,34.8,58.9,11.9,10.8,50,2,Autumn
2018-10-10,Ghaziabad,26.5,48.0,2.9,14.9,300,8,Autumn
2018-10-11,Surat,15.0,100.0,11.1,9.8,150,8,Autumn
2018-10-12,Ghaziabad,29.1,57.3,4.1,14.9,300,2,Autumn
2018-10-13,Vadodara,27.3,60.7,2.4,16.4,200,2,Autumn
2018-10-14,Bangalore,30.4,92.5,1.3,8.9,200,8,Autumn
2018-10-15,Vadodara,27.1,83.3,1.8,7.7,50,2,Autumn
2018-10-16,Ludhiana,32.3,95.4,0.3,3.9,200,11,Autumn
2018-10-17,Jaipur,33.7,71.3,0.1,3.5,50,11,Autumn
2018-10-18,Chennai,15.0,71.3,3.9,1.0,150,5,Autumn
2018-10-19,Vadodara,30.3,71.7,26.4,10.3,50,2,Autumn
2018-10-20,Delhi,29.4,48.2,9.6,6.1,200,11,Autumn
2018-10-21,Indore,26.0,54.5,0.3,12.4,150,5,Autumn
2018-10-22,Indore,15.4,69.1,8.2,13.8,200,8,Autumn
2018-10-23,Jaipur,27.0,61.3,3.8,9.7,300,8,Autumn
2018-10-24,Bhopal,25.0,64.2,7.9,5.9,200,2,Autumn
2018-10-25,Hyderabad,31.7,53.8,10.4,16.7,300,2,Autumn
2018-10-26,Delhi,33.2,20.0,3.0,8.1,100,8,Autumn
2018-10-27,Jaipur,18.6,44.9,2.9,8.0,300,8,Autumn
2018-10-28,Vadodara,31.4,71.0,4.8,7.2,50,5,Autumn
2018-10-29,Kolkata,39.6,71.0,1.2,9.0,50,11,Autumn
2018-10-30,Hyderabad,18.0,88.4,9.1,-0.9,200,2,Autumn
2018-10-31,Ahmedabad,32.0,69.4,17.2,7.8,150,11,Autumn
2018-11-01,Ghaziabad,33.5,32.5,1.9,14.5,200,2,Autumn
2018-11-02,Patna,20.0,72.8,7.8,12.6,100,11,Autumn
2018-11-03,Nagpur,31.7,81.7,4.9,4.3,150,2,Autumn
2018-11-04,Jaipur,25.8,76.0,2.9,14.2,200,11,Autumn
2018-11-05,Chennai,26.9,73.7,2.5,15.2,300,5,Autumn
2018-11-06,Chennai,25.1,65.8,5.3,14.6,50,2,Autumn
2018-11-07,Bhopal,15.0,68.4,0.9,8.1,50,8,Autumn
2018-11-08,Pune,26.2,75.5,2.1,13.9,150,8,Autumn
2018-11-09,Ahmedabad,26.6,73.7,0.5,6.3,150,2,Autumn
2018-11-10,Surat,25.1,92.1,1.4,4.8,300,2,Autumn
2018-11-11,Ghaziabad,23.4,49.4,4.9,11.2,200,2,Autumn
2018-11-12,Delhi,38.6,98.5,0.0,14.2,150,2,Autumn
2018-11-13,Mumbai,24.1,100.0,4.7,13.6,300,5,Autumn
2018-11-14,Lucknow,27.7,90.7,1.9,2.2,100,5,Autumn
2018-11-15,Agra,32.5,79.8,17.4,14.8,300,11,Autumn
2018-11-16,Bangalore,31.8,100.0,7.7,10.7,300,8,Autumn
2018-11-17,Kolkata,37.9,94.5,6.5,8.0,150,5,Autumn
2018-11-18,Bhopal,30.2,36.8,2.2,3.2,50,2,Autumn
2018-11-19,Surat,20.5,93.5,5.0,5.5,300,11,Autumn
2018-11-20,Nagpur,27.4,51.1,23.7,2.3,150,5,Autumn
2018-11-21,Indore,34.4,53.7,0.4,10.1,200,8,Autumn
2018-11-22,Mumbai,30.5,54.6,9.2,15.6,200,2,Autumn
2018-11-23,Ahmedabad,27.2,61.9,1.0,10.7,50,2,Autumn
2018-11-24,Nagpur,18.7,100.0,3.8,8.8,150,8,Autumn
2018-11-25,Vadodara,30.3,61.4,2.3,7.0,100,5,Autumn
2018-11-26,Ludhiana,19.6,67.6,18.8,9.1,150,8,Autumn
2018-11-27,Ghaziabad,19.3,74.3,4.8,8.4,150,8,Autumn
2018-11-28,Agra,36.0,100.0,12.1,17.8,150,2,Autumn
2018-11-29,Pune,32.7,89.5,7.3,9.3,200,5,Autumn
2018-11-30,Bhopal,30.7,53.8,4.5,9.7,50,5,Autumn
2018-12-01,Indore,17.7,76.9,3.4,12.5,150,8,Winter
2018-12-02,Ghaziabad,41.9,71.7,7.1,4.7,50,11,Winter
2018-12-03,Kanpur,38.2,76.2,0.6,4.7,300,8,Winter
2018-12-04,Surat,26.7,86.7,18.0,14.9,300,5,Winter
2018-12-05,Chennai,26.6,80.1,2.6,8.0,200,5,Winter
2018-12-06,Ludhiana,26.7,76.5,7.7,11.5,100,8,Winter
2018-12-07,Indore,21.4,79.7,13.8,14.6,300,11,Winter
2018-12-08,Ludhiana,17.7,69.4,4.0,4.6,100,2,Winter
2018-12-09,Bangalore,23.8,55.8,21.2,14.7,300,2,Winter
2018-12-10,Vadodara,18.5,88.9,1.2,15.4,150,11,Winter
2018-12-11,Kanpur,31.4,70.4,2.8,7.9,300,2,Winter
2018-12-12,Ahmedabad,30.3,73.1,0.7,11.1,100,11,Winter
2018-12-13,Kolkata,27.4,77.1,5.4,10.1,300,11,Winter
2018-12-14,Ludhiana,33.5,58.6,0.2,16.4,150,11,Winter
2018-12-15,Nagpur,34.2,88.0,6.8,16.3,300,5,Winter
2018-12-16,Patna,26.3,37.1,5.8,14.6,300,2,Winter
2018-12-17,Vadodara,32.5,73.8,9.8,8.0,200,5,Winter
2018-12-18,Lucknow,20.8,100.0,4.7,6.8,50,8,Winter
2018-12-19,Nagpur,32.4,57.6,0.0,10.6,300,11,Winter
2018-12-20,Kolkata,22.2,85.9,7.6,12.5,100,5,Winter
2018-12-21,Hyderabad,39.7,52.8,5.9,14.6,50,8,Winter
2018-12-22,Lucknow,22.4,51.8,7.5,11.2,200,2,Winter
2018-12-23,Mumbai,27.4,63.5,3.8,7.7,150,11,Winter
2018-12-24,Bangalore,21.5,87.0,1.8,0.7,50,11,Winter
2018-12-25,Surat,15.0,80.2,5.4,6.7,150,8,Winter
2018-12-26,Delhi,25.5,90.5,6.8,15.9,300,11,Winter
2018-12-27,Ludhiana,44.5,46.9,0.1,13.9,150,11,Winter
2018-12-28,Nagpur,32.4,31.9,2.4,16.3,300,2,Winter
2018-12-29,Mumbai,21.2,38.0,2.9,13.8,300,11,Winter
2018-12-30,Indore,26.4,53.4,9.4,5.3,200,11,Winter
2018-12-31,Kanpur,19.2,32.3,21.7,10.9,200,5,Winter
2019-01-01,Nagpur,31.1,83.6,1.9,5.2,200,2,Winter
2019-01-02,Ghaziabad,21.9,57.4,6.0,6.9,300,5,Winter
2019-01-03,Delhi,23.3,50.7,3.2,11.1,300,5,Winter
2019-01-04,Nagpur,33.9,71.6,0.6,13.9,100,8,Winter
2019-01-05,Surat,15.0,75.3,18.5,18.2,50,8,Winter
2019-01-06,Nagpur,31.2,82.8,4.7,13.1,200,2,Winter
2019-01-07,Kolkata,22.8,64.3,4.1,9.0,100,2,Winter
2019-01-08,Ludhiana,43.2,92.7,8.0,1.0,150,11,Winter
2019-01-09,Surat,26.4,77.0,8.3,1.7,50,11,Winter
2019-01-10,Agra,18.6,73.9,1.7,6.1,50,2,Winter
2019-01-11,Hyderabad,26.4,76.0,1.1,-0.5,200,2,Winter
2019-01-12,Lucknow,38.0,76.1,3.8,11.5,100,2,Winter
2019-01-13,Surat,38.4,73.9,0.7,16.6,200,11,Winter
2019-01-14,Kanpur,25.5,48.7,0.4,14.4,150,8,Winter
2019-01-15,Nagpur,31.1,64.4,1.7,12.5,50,5,Winter
2019-01-16,Indore,26.4,100.0,0.4,11.9,100,11,Winter
2019-01-17,Vadodara,43.6,34.9,10.0,16.4,200,11,Winter
2019-01-18,Ahmedabad,15.0,95.6,1.8,1.7,50,2,Winter
2019-01-19,Agra,15.0,100.0,3.5,7.3,100,8,Winter
2019-01-20,Surat,20.7,57.3,14.4,8.7,150,5,Winter
2019-01-21,Agra,31.5,39.1,9.1,5.6,150,2,Winter
2019-01-22,Vadodara,30.1,76.0,3.7,7.8,150,2,Winter
2019-01-23,Indore,24.2,66.4,7.8,17.3,300,5,Winter
2019-01-24,Kolkata,21.1,95.1,3.4,11.2,100,8,Winter
2019-01-25,Nagpur,37.1,77.8,2.4,6.9,150,8,Winter
2019-01-26,Surat,42.4,39.3,8.6,10.8,150,11,Winter
2019-01-27,Bhopal,33.8,50.4,10.5,16.9,200,5,Winter
2019-01-28,Hyderabad,23.1,54.9,0.6,3.2,300,5,Winter
2019-01-29,Surat,29.8,48.5,5.2,8.6,100,8,Winter
2019-01-30,Agra,32.5,76.1,3.5,8.9,100,5,Winter
2019-01-31,Indore,15.0,78.1,0.5,8.3,50,8,Winter
2019-02-01,Agra,25.2,71.3,12.7,11.3,150,11,Winter
2019-02-02,Delhi,28.0,77.3,8.1,14.3,50,8,Winter
2019-02-03,Bhopal,28.9,72.9,1.5,12.7,300,5,Winter
2019-02-04,Agra,33.9,59.8,4.0,18.3,50,8,Winter
2019-02-05,Chennai,26.1,78.7,22.9,10.6,50,11,Winter
2019-02-06,Lucknow,17.3,31.6,1.0,10.3,300,5,Winter
2019-02-07,Pune,36.3,53.5,0.4,18.3,150,11,Winter
2019-02-08,Jaipur,25.5,85.5,9.3,4.9,200,5,Winter
2019-02-09,Nagpur,23.6,72.2,4.3,10.5,100,2,Winter
2019-02-10,Mumbai,31.0,100.0,2.5,7.2,150,11,Winter
2019-02-11,Hyderabad,17.9,77.5,27.6,6.6,300,2,Winter
2019-02-12,Patna,28.7,65.8,2.5,9.8,300,5,Winter
2019-02-13,Kanpur,34.8,63.9,0.2,8.5,300,2,Winter
2019-02-14,Surat,28.5,69.4,1.6,12.0,300,11,Winter
2019-02-15,Surat,30.8,34.6,1.8,16.2,50,2,Winter
2019-02-16,Ludhiana,18.0,82.9,2.0,14.7,150,11,Winter
2019-02-17,Ghaziabad,18.7,41.7,5.7,16.5,150,8,Winter
2019-02-18,Vadodara,15.9,44.0,2.1,11.0,300,2,Winter
2019-02-19,Ahmedabad,21.7,41.8,0.9,13.8,200,11,Winter
2019-02-20,Ahmedabad,23.0,41.9,0.1,11.9,100,8,Winter
2019-02-21,Patna,21.4,70.8,0.6,4.0,200,11,Winter
2019-02-22,Bhopal,37.1,50.7,11.8,10.2,150,5,Winter
2019-02-23,Ghaziabad,28.7,75.0,4.6,14.2,150,2,Winter
2019-02-24,Patna,35.5,59.4,0.2,5.7,50,8,Winter
2019-02-25,Agra,22.6,86.9,4.6,8.1,50,11,Winter
2019-02-26,Pune,34.1,72.1,0.3,10.7,100,2,Winter
2019-02-27,Bhopal,15.0,59.8,6.9,11.5,150,5,Winter
2019-02-28,Lucknow,26.8,86.7,1.9,8.2,200,2,Winter
2019-03-01,Kolkata,30.0,55.3,1.6,16.5,100,2,Summer
2019-03-02,Mumbai,30.8,78.1,0.6,9.6,300,11,Summer
2019-03-03,Jaipur,37.1,62.7,1.4,10.8,300,2,Summer
2019-03-04,Mumbai,22.1,45.8,2.5,10.4,200,11,Summer
2019-03-05,Vadodara,23.7,88.0,8.5,5.2,50,8,Summer
2019-03-06,Pune,28.2,57.4,11.0,6.5,100,11,Summer
2019-03-07,Pune,22.9,64.5,7.7,8.3,100,2,Summer
2019-03-08,Vadodara,34.3,80.1,13.6,-1.6,200,2,Summer
2019-03-09,Nagpur,15.3,45.8,8.5,11.3,200,11,Summer
2019-03-10,Patna,20.2,51.5,4.1,11.4,200,11,Summer
2019-03-11,Kanpur,36.1,59.0,3.1,13.4,100,8,Summer
2019-03-12,Kolkata,23.2,68.8,5.2,11.0,150,8,Summer
2019-03-13,Indore,34.4,95.1,11.6,10.5,200,2,Summer
2019-03-14,Kolkata,22.5,72.3,7.5,8.9,200,11,Summer
2019-03-15,Patna,20.2,61.4,4.5,5.8,100,8,Summer
2019-03-16,Pune,22.8,76.4,0.7,4.1,50,11,Summer
2019-03-17,Nagpur,31.9,34.6,2.1,9.1,100,2,Summer
2019-03-18,Jaipur,27.3,68.6,7.5,14.0,150,2,Summer
2019-03-19,Hyderabad,30.1,41.3,0.5,9.0,200,8,Summer
2019-03-20,Ahmedabad,34.1,57.3,15.0,9.5,150,2,Summer
2019-03-21,Lucknow,21.5,95.7,0.2,-3.7,100,2,Summer
2019-03-22,Kanpur,32.4,77.4,3.3,0.0,100,2,Summer
2019-03-23,Indore,27.3,72.2,5.0,14.3,300,2,Summer
2019-03-24,Vadodara,41.9,54.9,2.9,9.6,200,11,Summer
2019-03-25,Surat,17.4,82.3,10.6,9.8,150,5,Summer
2019-03-26,Jaipur,25.1,50.3,0.7,7.2,150,2,Summer
2019-03-27,Nagpur,17.5,79.6,7.8,8.4,150,8,Summer
2019-03-28,Nagpur,31.9,66.6,15.0,8.1,50,5,Summer
2019-03-29,Bangalore,27.0,56.0,5.0,8.2,200,5,Summer
2019-03-30,Agra,26.2,67.2,4.5,16.1,150,11,Summer
2019-03-31,Kolkata,33.9,92.4,5.5,10.2,50,11,Summer
2019-04-01,Ahmedabad,29.3,98.4,10.9,6.5,150,11,Summer
2019-04-02,Ahmedabad,15.0,62.4,5.2,9.8,200,11,Summer
2019-04-03,Bangalore,36.4,65.7,2.5,9.5,50,8,Summer
2019-04-04,Hyderabad,19.0,45.8,3.8,5.4,100,2,Summer
2019-04-05,Ahmedabad,41.3,52.4,7.6,10.7,200,5,Summer
2019-04-06,Lucknow,44.3,70.7,0.0,13.2,100,5,Summer
2019-04-07,Agra,16.3,30.0,1.4,7.4,300,2,Summer
2019-04-08,Bhopal,22.4,62.0,4.9,13.9,150,8,Summer
2019-04-09,Hyderabad,22.0,87.1,0.7,16.0,300,11,Summer
2019-04-10,Pune,30.9,64.2,2.6,12.1,300,5,Summer
2019-04-11,Ghaziabad,24.5,87.9,0.1,10.3,150,8,Summer
2019-04-12,Indore,29.2,63.1,0.5,22.0,100,11,Summer
2019-04-13,Ghaziabad,15.0,58.2,1.8,17.9,200,8,Summer
2019-04-14,Delhi,25.2,67.6,0.6,6.9,50,5,Summer
2019-04-15,Patna,15.0,82.8,2.0,10.0,100,5,Summer
2019-04-16,Ludhiana,15.0,100.0,1.5,8.7,200,8,Summer
2019-04-17,Pune,17.1,38.5,5.6,16.1,150,8,Summer
2019-04-18,Agra,31.0,59.6,12.4,11.7,300,11,Summer
2019-04-19,Kanpur,25.6,73.3,4.2,14.3,100,2,Summer
2019-04-20,Ludhiana,27.0,48.8,0.4,10.4,100,5,Summer
2019-04-21,Ahmedabad,26.7,87.2,2.0,10.5,100,2,Summer
2019-04-22,Bangalore,21.6,80.7,1.4,15.2,150,2,Summer
2019-04-23,Delhi,25.4,56.4,0.2,13.4,50,11,Summer
2019-04-24,Delhi,27.1,93.6,2.2,6.4,100,5,Summer
2019-04-25,Vadodara,24.5,77.7,14.8,10.4,300,11,Summer
2019-04-26,Pune,29.4,79.6,8.7,9.3,150,11,Summer
2019-04-27,Ahmedabad,18.3,27.6,24.6,9.7,200,11,Summer
2019-04-28,Mumbai,21.2,82.0,6.3,16.1,200,5,Summer
2019-04-29,Mumbai,29.0,60.8,20.5,12.1,300,8,Summer
2019-04-30,Agra,30.7,80.9,1.7,13.3,300,2,Summer
2019-05-01,Bhopal,24.2,71.5,4.5,5.2,300,11,Summer
2019-05-02,Ludhiana,45.0,76.6,1.9,-3.1,200,5,Summer
2019-05-03,Surat,36.6,45.6,15.7,7.6,100,11,Summer
2019-05-04,Pune,33.2,54.4,2.2,15.4,150,8,Summer
2019-05-05,Kolkata,31.7,63.9,0.5,12.9,300,2,Summer
2019-05-06,Vadodara,15.0,91.0,20.6,13.2,100,11,Summer
2019-05-07,Indore,30.0,74.8,6.0,16.5,300,8,Summer
2019-05-08,Vadodara,17.6,88.8,0.0,11.7,200,5,Summer
2019-05-09,Indore,16.1,36.6,5.1,10.3,150,11,Summer
2019-05-10,Delhi,15.0,100.0,3.6,7.1,100,2,Summer
2019-05-11,Bangalore,32.3,20.0,3.0,-1.2,300,8,Summer
2019-05-12,Kolkata,29.1,84.2,1.5,12.6,200,8,Summer
2019-05-13,Surat,45.0,67.6,0.8,9.2,200,2,Summer
2019-05-14,Indore,44.4,56.3,5.7,-0.6,150,11,Summer
2019-05-15,Vadodara,18.6,70.4,11.2,7.5,200,5,Summer
2019-05-16,Delhi,34.1,57.3,1.6,5.2,50,11,Summer
2019-05-17,Hyderabad,24.0,73.6,1.8,14.7,50,2,Summer
2019-05-18,Ludhiana,34.9,59.2,16.8,16.9,100,11,Summer
2019-05-19,Vadodara,15.0,45.5,9.6,4.1,50,8,Summer
2019-05-20,Chennai,33.0,55.1,1.2,18.2,150,2,Summer
2019-05-21,Agra,24.5,58.3,12.1,10.5,50,11,Summer
2019-05-22,Nagpur,27.5,70.9,4.0,-0.4,100,8,Summer
2019-05-23,Ludhiana,33.2,53.4,4.7,5.6,200,8,Summer
2019-05-24,Mumbai,19.6,100.0,14.7,5.2,50,2,Summer
2019-05-25,Hyderabad,23.6,90.8,0.6,5.2,100,11,Summer
2019-05-26,Bhopal,45.0,87.1,5.0,18.1,150,2,Summer
2019-05-27,Delhi,35.6,43.0,1.1,10.1,200,5,Summer
2019-05-28,Ghaziabad,17.4,52.3,6.8,16.0,300,5,Summer
2019-05-29,Mumbai,34.9,100.0,2.4,20.6,50,2,Summer
2019-05-30,Kanpur,21.4,90.5,2.5,19.5,200,5,Summer
2019-05-31,Chennai,33.3,56.4,0.9,6.1,50,11,Summer
2019-06-01,Kanpur,15.0,88.2,2.9,5.7,100,2,Monsoon
2019-06-02,Bhopal,22.1,49.3,2.5,10.5,150,2,Monsoon
2019-06-03,Lucknow,32.0,78.9,7.8,6.8,100,2,Monsoon
2019-06-04,Patna,44.9,39.2,1.0,3.5,300,11,Monsoon
2019-06-05,Indore,35.2,100.0,1.6,6.8,200,11,Monsoon
2019-06-06,Agra,28.9,59.8,3.6,16.5,50,5,Monsoon
2019-06-07,Surat,16.2,49.2,3.4,8.2,300,8,Monsoon
2019-06-08,Hyderabad,34.1,93.7,10.4,19.4,200,5,Monsoon
2019-06-09,Chennai,27.2,66.5,3.1,12.0,100,8,Monsoon
2019-06-10,Kolkata,29.5,49.6,17.5,12.9,150,11,Monsoon
2019-06-11,Kanpur,23.3,58.6,0.6,2.0,150,11,Monsoon
2019-06-12,Ghaziabad,33.7,51.3,10.8,12.1,150,8,Monsoon
2019-06-13,Agra,21.6,63.0,0.5,19.4,100,8,Monsoon
2019-06-14,Nagpur,21.6,84.0,0.1,12.2,150,11,Monsoon
2019-06-15,Ludhiana,21.8,46.7,17.3,13.2,150,5,Monsoon
2019-06-16,Indore,29.5,85.4,4.0,5.9,200,5,Monsoon
2019-06-17,Chennai,21.6,80.2,9.6,7.5,50,8,Monsoon
2019-06-18,Mumbai,25.6,60.3,2.1,14.7,100,8,Monsoon
2019-06-19,Indore,28.3,48.6,3.2,8.7,50,11,Monsoon
2019-06-20,Ludhiana,19.9,55.8,1.3,10.9,50,2,Monsoon
2019-06-21,Indore,33.8,100.0,6.3,13.9,200,2,Monsoon
